Planet Name,Host Name,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Telescope,Discovery Instrument,Controversial Flag,Orbital Period [days],Orbit Semi-Major Axis [au],Planet Radius [Earth Radius],Planet Radius [Jupiter Radius],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Data show Transit Timing Variations,Impact Parameter,Transit Duration [hours],Ratio of Planet to Stellar Radius,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],RA [sexagesimal],RA [deg],Dec [sexagesimal],Dec [deg],Distance [pc]
Kepler-366 c,Kepler-366,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.51616,0.11,1.79,0.16,3.86,0.0121,3.7,0.0,314.93,848.0,0,0.2,4.838,0.01583,6209.0,1.05,1.06,0.573,4.45,0.3,0.9178,19h47m24.49s,296.8520316,+49d05m03.97s,49.0844359,1856.28
Kepler-367 b,Kepler-367,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,37.815724,0.201,1.3,0.116,2.24,0.00705,5.6,0.0,5.99,401.0,0,0.9,4.631,0.01471,4710.0,0.69,0.68,-0.617,4.63,2.29,3.49879,19h49m10.21s,297.292558,+49d58m54.30s,49.9817499,188.027
Kepler-367 c,Kepler-367,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,53.578637,0.253,1.2,0.107,1.87,0.00588,5.95,0.0,3.76,357.0,0,0.75,5.236,0.0152,4710.0,0.69,0.68,-0.617,4.63,2.29,3.04327,19h49m10.21s,297.292558,+49d58m54.30s,49.9817499,188.027
Kepler-368 b,Kepler-368,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,26.84768,0.186,3.26,0.291,10.7,0.0336,1.7,0.0,107.58,800.0,0,0.28,10.085,0.01469,5502.0,2.02,0.97,0.562,3.9,10.47,0.12675,19h27m31.20s,291.880018,+45d23m16.23s,45.3878419,770.978
Kepler-368 c,Kepler-368,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,72.379334,0.36,3.88,0.346,14.3,0.0451,1.35,0.0,28.68,575.0,0,0.46,7.685,0.01738,5502.0,2.02,0.97,0.562,3.9,10.47,0.12675,19h27m31.20s,291.880018,+45d23m16.23s,45.3878419,770.978
Kepler-369 b,Kepler-369,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,2.732756,0.03,1.13,0.101,1.51,0.00474,5.75,0.0,40.3,687.0,0,0.27,1.037,0.02232,3591.0,0.47,0.5,-1.42,4.79,4.17,4.32691,19h34m41.84s,293.6743322,+47d54m30.50s,47.9084727,214.0
Kepler-369 c,Kepler-369,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,14.871572,0.094,1.41,0.126,2.57,0.00809,5.04,0.0,4.21,391.0,0,0.01,2.427,0.0278,3591.0,0.47,0.5,-1.42,4.79,4.17,4.32691,19h34m41.84s,293.6743322,+47d54m30.50s,47.9084727,214.0
Kepler-37 b,Kepler-37,1,4,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,13.36702,0.1019,0.31,0.028,0.79,0.00249,140.0,0.098,44.5,718.0,0,0.759,3.733,0.0036,5357.0,0.79,0.79,-0.322,4.57,7.6,2.46,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207
Kepler-37 c,Kepler-37,1,4,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,21.301848,0.139,0.755,0.067,1.3,0.00409,15.0,0.099,23.9,615.0,0,0.43,3.8131,0.00944,5357.0,0.79,0.79,-0.322,4.57,7.6,2.46,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207
Kepler-37 d,Kepler-37,1,4,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,39.7922622,0.2109,2.03,0.181,2.0,0.00629,1.3,0.1,10.39,499.0,1,0.535,4.4474,0.0232,5357.0,0.79,0.79,-0.322,4.57,7.6,2.46,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207
Kepler-370 b,Kepler-370,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.57953,0.054,1.59,0.142,3.15,0.00993,4.31,0.0,361.51,1040.0,0,0.91,3.282,0.01325,5852.0,0.9,0.98,0.006,4.53,0.4,1.33901,19h28m41.06s,292.1710683,+40d54m58.46s,40.9162381,1167.94
Kepler-370 c,Kepler-370,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,19.02293,0.14,1.91,0.17,4.31,0.0136,3.4,0.0,54.2,647.0,0,0.35,3.418,0.01957,5852.0,0.9,0.98,0.006,4.53,0.4,2.70459,19h28m41.06s,292.1710683,+40d54m58.46s,40.9162381,1167.94
Kepler-371 b,Kepler-371,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,34.763278,0.2,1.89,0.169,4.23,0.0133,3.44,0.0,41.74,554.0,0,0.62,4.174,0.01676,5666.0,0.99,0.93,0.244,4.39,0.3,2.92338,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,813.192
Kepler-371 c,Kepler-371,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,67.968015,0.313,1.78,0.159,3.82,0.012,3.72,0.0,17.06,443.0,0,0.1,7.802,0.01648,5666.0,0.99,0.93,0.244,4.39,5.5,1.18355,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,813.192
Kepler-372 b,Kepler-372,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,6.849692,0.075,1.36,0.121,2.42,0.00761,5.29,0.0,384.63,1081.0,0,0.2,4.12,0.01126,6509.0,1.14,1.15,0.321,4.41,3.09,0.61022,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95
Kepler-372 c,Kepler-372,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,20.053763,0.154,2.09,0.186,5.02,0.0158,3.02,0.0,91.88,755.0,0,0.23,6.031,0.01759,6509.0,1.14,1.2,0.321,4.41,2.349,0.02963,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95
Kepler-372 d,Kepler-372,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,30.092568,0.201,1.69,0.151,3.5,0.011,3.98,0.0,53.47,660.0,0,0.3,7.499,0.01706,6509.0,1.14,1.15,0.321,4.41,3.09,0.01843,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95
Kepler-373 b,Kepler-373,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.535309,0.06,1.36,0.121,2.42,0.00761,5.29,0.0,453.87,1054.0,0,0.16,2.864,0.01457,5787.0,0.84,0.93,0.212,4.56,0.5,2.23423,19h17m33.12s,289.3879904,+50d35m49.24s,50.5970115,1090.45
Kepler-373 c,Kepler-373,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,16.725948,0.126,1.24,0.111,2.07,0.00651,5.97,0.0,103.76,729.0,0,0.48,2.875,0.01301,5787.0,0.84,0.93,0.212,4.56,0.5,4.89667,19h17m33.12s,289.3879904,+50d35m49.24s,50.5970115,1090.45
Kepler-374 b,Kepler-374,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,1.897806,0.029,1.03,0.092,1.08,0.0034,5.43,0.0,2014.66,1761.0,0,0.05,2.641,0.01046,5977.0,0.91,1.04,0.274,4.48,1.5,0.7822,19h36m33.09s,294.1378921,+42d22m13.47s,42.3704075,1265.61
Kepler-374 c,Kepler-374,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,3.282807,0.042,1.1,0.098,1.37,0.0043,5.66,0.0,966.59,1467.0,0,0.29,3.309,0.01082,5977.0,0.91,1.04,0.274,4.48,1.5,0.79645,19h36m33.09s,294.1378921,+42d22m13.47s,42.3704075,1265.61
Kepler-374 d,Kepler-374,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.028219,0.056,1.31,0.117,2.27,0.00714,5.55,0.0,548.1,1272.0,0,0.69,3.44,0.01229,5977.0,0.91,1.04,0.274,4.48,1.5,0.87899,19h36m33.09s,294.1378921,+42d22m13.47s,42.3704075,1265.61
Kepler-375 b,Kepler-375,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.125934,0.101,1.45,0.129,2.7,0.00849,4.87,0.0,64.44,851.0,0,0.32,3.04,0.01709,5826.0,0.84,0.92,-0.163,4.57,0.4,2.76203,19h14m28.29s,288.6178715,+48d05m54.11s,48.0983639,1238.81
Kepler-375 c,Kepler-375,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,19.986326,0.141,2.65,0.236,7.51,0.0236,2.22,0.0,33.15,720.0,0,0.93,3.81,0.03189,5826.0,0.84,0.92,-0.163,4.57,0.4,0.1037,19h14m28.29s,288.6178715,+48d05m54.11s,48.0983639,1238.81
Kepler-376 b,Kepler-376,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.920199,0.057,1.07,0.095,1.24,0.0039,5.56,0.0,689.91,1242.0,0,0.34,3.915,0.00824,5900.0,1.18,1.06,0.357,4.3,1.91,0.59154,19h26m25.71s,291.6071451,+38d24m37.15s,38.4103192,923.067
Kepler-376 c,Kepler-376,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,14.172327,0.115,1.79,0.16,3.86,0.0121,3.7,0.0,168.29,873.0,0,0.19,2.61,0.01472,5900.0,1.18,1.06,0.357,4.3,1.91,7.70665,19h26m25.71s,291.6071451,+38d24m37.15s,38.4103192,923.067
Kepler-377 b,Kepler-377,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.509529,0.109,1.39,0.124,2.51,0.0079,5.14,0.0,139.11,875.0,0,0.06,4.022,0.01195,5949.0,1.22,1.07,0.218,4.3,0.3,2.28333,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.804
Kepler-377 c,Kepler-377,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,27.014976,0.182,2.06,0.184,4.9,0.0154,3.08,0.0,49.85,677.0,0,0.34,5.776,0.01581,5949.0,1.22,1.07,0.218,4.3,0.3,1.56542,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.804
Kepler-378 b,Kepler-378,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,16.092361,0.112,0.75,0.067,0.347,0.00109,4.52,0.0,17.82,503.0,0,0.54,1.937,0.0105,4661.0,0.67,0.78,-0.655,4.65,3.24,3.00344,19h39m47.75s,294.9489697,+46d26m19.92s,46.4388673,152.094
Kepler-378 c,Kepler-378,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,28.906009,0.166,0.7,0.062,0.271,0.00085,4.34,0.0,8.17,414.0,0,0.35,3.043,0.00908,4661.0,0.67,0.78,-0.655,4.65,3.24,3.00344,19h39m47.75s,294.9489697,+46d26m19.92s,46.4388673,152.094
Kepler-379 b,Kepler-379,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,20.09838,0.152,1.66,0.148,3.39,0.0107,4.07,0.0,90.35,775.0,0,0.0,5.105,0.01161,6054.0,1.31,1.15,0.28,4.27,3.47,0.78873,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.274
Kepler-379 c,Kepler-379,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,62.784697,0.326,2.29,0.204,5.86,0.0184,2.68,0.0,19.79,530.0,0,0.18,4.678,0.01658,6054.0,1.31,1.15,0.28,4.27,2.24,0.78873,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.274
Kepler-380 b,Kepler-380,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,3.930821,0.05,1.19,0.106,1.81,0.0057,5.9,0.0,808.09,1317.0,0,0.19,2.962,0.00897,6045.0,1.22,1.08,0.278,4.29,4.43,1.25891,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.713
Kepler-380 c,Kepler-380,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,7.630004,0.078,1.27,0.113,2.15,0.00678,5.77,0.0,333.56,1056.0,0,0.04,2.949,0.0104,6045.0,1.22,1.08,0.278,4.29,4.43,3.15664,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.713
Kepler-381 b,Kepler-381,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.629021,0.066,0.99,0.088,0.937,0.00295,5.31,0.0,716.09,1576.0,0,0.29,3.913,0.00581,6152.0,1.57,1.2,0.514,4.12,2.57,0.57605,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323
Kepler-381 c,Kepler-381,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,13.391635,0.117,1.12,0.1,1.46,0.00459,5.71,0.0,225.33,1180.0,0,0.49,3.417,0.00627,6152.0,1.57,1.2,0.514,4.12,2.57,0.57605,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323
Kepler-381 d,Kepler-381,1,3,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,8.25629997,0.085,1.067,0.095,1.23,0.00386,5.57,0.0,874.56,1387.0,0,0.9,1.9904,0.00583,6197.0,2.19,1.2,0.514,3.84,2.57,1.68502,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323
Kepler-382 b,Kepler-382,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.262155,0.055,1.32,0.118,2.3,0.00724,5.5,0.0,381.46,1166.0,0,0.6,3.229,0.0124,5600.0,0.94,0.88,0.146,4.4,11.3,0.37659,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.446
Kepler-382 c,Kepler-382,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.162701,0.097,1.59,0.142,3.15,0.00993,4.31,0.0,124.74,882.0,0,0.03,1.958,0.01643,5600.0,0.94,0.88,0.146,4.4,11.3,15.22586,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.446
Kepler-383 b,Kepler-383,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.904532,0.095,1.32,0.118,2.3,0.00724,5.5,0.0,20.91,545.0,0,0.33,3.322,0.01827,4710.0,0.67,0.67,-0.698,4.62,13.9,3.24938,19h25m22.23s,291.3426078,+38d21m47.38s,38.3631616,470.0
Kepler-383 c,Kepler-383,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,31.200751,0.172,1.24,0.111,2.07,0.00651,5.97,0.0,6.44,406.0,0,0.36,3.718,0.01815,4710.0,0.67,0.67,-0.698,4.62,13.9,1.48794,19h25m22.23s,291.3426078,+38d21m47.38s,38.3631616,470.0
Kepler-384 b,Kepler-384,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,22.597053,0.148,1.12,0.1,1.46,0.00459,5.71,0.0,101.55,670.0,0,0.02,6.031,0.01081,5577.0,0.88,0.97,0.396,4.47,1.5,0.80039,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.678
Kepler-384 c,Kepler-384,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,45.348269,0.236,1.13,0.101,1.51,0.00474,5.75,0.0,40.1,531.0,0,0.1,4.657,0.01212,5577.0,0.88,0.97,0.396,4.47,1.5,3.69419,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.678
Kepler-385 b,Kepler-385,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,10.043686,0.097,2.73,0.244,12.8,0.04,3.46,0.0,143.92,951.0,0,0.84,4.597,0.0201,6326.0,1.13,1.12,0.144,4.41,3.31,0.02962,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61
Kepler-385 c,Kepler-385,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,15.163161,0.127,3.04,0.271,13.2,0.042,2.58,0.0,83.16,829.0,0,0.94,6.804,0.0182,6326.0,1.13,1.12,0.144,4.41,3.31,0.01603,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61
Kepler-385 d,Kepler-385,1,3,0,Transit,2020,0.95 m Kepler Telescope,Kepler CCD Array,0,56.4159,0.3024,2.619,0.234,7.36,0.0232,2.25,0.0,19.37,535.0,0,0.2265,8.075,0.01951,5829.0,1.16,1.05,0.144,4.33,3.31,0.95577,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61
Kepler-386 b,Kepler-386,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.31043,0.096,1.39,0.124,2.51,0.0079,5.14,0.0,43.26,651.0,0,0.8,3.939,0.01553,5178.0,0.77,0.82,-0.402,4.56,4.68,2.11687,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.462
Kepler-386 c,Kepler-386,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,25.193458,0.155,1.58,0.141,3.12,0.00982,4.35,0.0,16.66,513.0,0,0.0,4.634,0.02186,5178.0,0.77,0.82,-0.402,4.56,9.9,2.13674,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.462
Kepler-387 b,Kepler-387,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,6.791636,0.068,1.03,0.092,1.08,0.0034,5.43,0.0,304.08,994.0,0,0.03,3.197,0.00932,5774.0,1.05,0.82,0.137,4.35,1.01,1.49924,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.052
Kepler-387 c,Kepler-387,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,11.837549,0.098,0.89,0.079,0.64,0.00201,4.99,0.0,144.96,826.0,0,0.13,3.256,0.00912,5774.0,1.05,0.82,0.137,4.35,1.01,2.13085,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.052
Kepler-388 b,Kepler-388,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,3.173315,0.036,0.81,0.072,0.457,0.00144,4.73,0.0,112.21,830.0,0,0.2,2.042,0.01309,4498.0,0.59,0.64,-0.439,4.69,13.9,3.16904,18h59m18.73s,284.8280577,+44d36m31.12s,44.6086451,425.0
Kepler-388 c,Kepler-388,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,13.297004,0.093,0.86,0.077,0.566,0.00178,4.89,0.0,16.64,515.0,0,0.18,3.277,0.01313,4498.0,0.59,0.64,-0.439,4.69,13.9,3.29427,18h59m18.73s,284.8280577,+44d36m31.12s,44.6086451,425.0
Kepler-389 b,Kepler-389,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,3.244107,0.041,1.51,0.135,2.89,0.00909,4.61,0.0,167.06,1047.0,0,0.25,2.094,0.01843,5376.0,0.79,0.81,-0.516,4.57,4.68,3.06944,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.559
Kepler-389 c,Kepler-389,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,14.51143,0.11,1.46,0.13,2.73,0.00859,4.82,0.0,22.73,636.0,0,0.31,2.967,0.01694,5376.0,0.79,0.81,-0.516,4.57,4.68,2.75981,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.559
Kepler-39 b,Kepler-39,1,1,0,Transit,2011,0.95 m Kepler Telescope,Kepler CCD Array,0,21.08721,0.164,13.9,1.24,6388.1,20.1,13.0,0.112,90.22,897.0,1,0.36,5.96,0.091,6350.0,1.4,1.29,0.346,4.4,2.1,0.66,19h47m50.48s,296.9603348,+46d02m03.46s,46.0342954,1057.41
Kepler-390 b,Kepler-390,2,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,6.738088,0.065,0.82,0.073,0.477,0.0015,4.75,0.0,99.97,786.0,0,0.37,2.377,0.00928,5166.0,0.78,0.86,-0.352,4.57,3.24,3.24733,19h26m30.91s,291.6288086,+41d12m31.81s,41.2088351,435.277
Kepler-390 c,Kepler-390,2,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,13.060022,0.101,0.79,0.07,0.418,0.00131,4.66,0.0,41.35,630.0,0,0.48,2.665,0.00958,5166.0,0.78,0.86,-0.352,4.57,3.24,3.5831,19h26m30.91s,291.6288086,+41d12m31.81s,41.2088351,435.277
Kepler-391 b,Kepler-391,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,7.416755,0.082,3.2,0.285,10.3,0.0325,1.73,0.0,748.71,1425.0,0,0.38,6.832,0.00819,4940.0,3.57,1.03,0.623,3.46,5.7,0.09357,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.236
Kepler-391 c,Kepler-391,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,20.485435,0.161,3.54,0.316,12.3,0.0386,1.52,0.0,193.09,1015.0,0,0.11,10.381,0.00852,4940.0,3.57,1.03,0.623,3.46,9.33,0.16558,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.236
Kepler-392 b,Kepler-392,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.341853,0.059,1.0,0.089,0.972,0.00306,5.34,0.0,450.65,1125.0,0,0.24,3.043,0.00776,5938.0,1.13,1.07,0.195,4.32,2.97,1.0041,19h14m38.60s,288.660826,+43d22m05.50s,43.3681938,681.428
Kepler-392 c,Kepler-392,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,10.423118,0.093,1.1,0.098,1.37,0.0043,5.66,0.0,185.1,901.0,0,0.08,2.266,0.00855,5938.0,1.13,1.07,0.195,4.32,4.37,5.57817,19h14m38.60s,288.660826,+43d22m05.50s,43.3681938,681.428
Kepler-393 b,Kepler-393,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,9.182417,0.091,1.29,0.115,2.21,0.00696,5.66,0.0,429.81,1052.0,0,0.63,4.343,0.00864,6189.0,1.38,1.21,0.524,4.23,2.15,0.56072,19h23m58.85s,290.995205,+45d11m31.88s,45.192188,881.404
Kepler-393 c,Kepler-393,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,14.613612,0.124,1.33,0.119,2.33,0.00733,5.44,0.0,231.21,901.0,0,0.76,5.401,0.008,6189.0,1.38,1.21,0.524,4.23,2.15,0.56072,19h23m58.85s,290.995205,+45d11m31.88s,45.192188,881.404
Kepler-394 b,Kepler-394,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,8.005013,0.083,1.6,0.143,3.19,0.01,4.28,0.0,164.78,1035.0,0,0.24,3.419,0.01262,6402.0,1.13,1.13,0.053,4.41,0.25,1.91099,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72
Kepler-394 c,Kepler-394,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,12.130686,0.11,1.66,0.148,3.39,0.0107,4.07,0.0,94.53,901.0,0,0.45,3.819,0.01339,6402.0,1.13,1.13,0.053,4.41,0.25,1.9333,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72
Kepler-394 d,Kepler-394,1,3,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,5.61358023,0.0646,1.501,0.134,2.86,0.009,4.65,0.0,435.61,1165.0,0,0.2618,2.95,0.01175,6398.0,1.1,1.14,0.053,4.41,0.25,1.9638,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72
Kepler-395 b,Kepler-395,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,7.054346,0.061,1.03,0.092,1.08,0.0034,5.43,0.0,17.8,576.0,0,0.09,1.909,0.0198,4262.0,0.56,0.62,-1.194,4.73,1.6,3.28318,19h34m02.69s,293.5111889,+45d08m11.85s,45.1366252,421.382
Kepler-395 c,Kepler-395,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,34.989262,0.177,1.32,0.118,2.3,0.00724,5.5,0.0,2.11,341.0,0,0.4,4.459,0.02259,4262.0,0.56,0.62,-1.194,4.73,1.6,3.28318,19h34m02.69s,293.5111889,+45d08m11.85s,45.1366252,421.382
Kepler-396 b,Kepler-396,1,2,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,42.994,0.2336,3.5,0.312,75.5,0.238,9.68,0.0,13.73,496.0,1,0.48,4.6011,0.03017,5565.0,1.06,0.85,-0.135,4.32,4.37,1.64163,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.757
Kepler-396 c,Kepler-396,1,2,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,88.505,0.378,5.3,0.473,17.9,0.056,0.661,0.0,5.24,390.0,1,0.8056,7.4072,0.05242,5565.0,1.06,0.85,-0.135,4.32,4.37,0.57056,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.757
Kepler-397 b,Kepler-397,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,22.250949,0.144,2.46,0.219,6.62,0.0208,2.44,0.0,20.01,539.0,0,0.94,1.689,0.02385,5307.0,0.77,0.84,-0.376,4.57,5.25,46.77407,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,969.0
Kepler-397 c,Kepler-397,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,135.498527,0.48,6.18,0.551,31.6,0.0995,0.736,0.0,1.8,295.0,1,0.84,6.901,0.07267,5307.0,0.77,0.84,-0.376,4.57,5.25,1.317,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,969.0
Kepler-398 b,Kepler-398,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.081423,0.044,0.93,0.083,0.749,0.00236,5.12,0.0,81.29,755.0,0,0.87,2.287,0.01354,4493.0,0.61,0.65,-0.811,4.69,2.34,0.37842,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.355
Kepler-398 c,Kepler-398,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,11.419412,0.087,1.01,0.09,1.01,0.00317,5.39,0.0,20.56,536.0,0,0.9,3.342,0.0136,4493.0,0.61,0.65,-0.811,4.69,2.34,0.36767,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.355
Kepler-398 d,Kepler-398,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,6.83437001,0.0618,0.88,0.079,0.615,0.00193,4.96,0.0,40.83,636.0,0,0.3201,2.1537,0.01174,4557.0,0.67,0.72,-0.811,4.64,2.34,5.10732,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.355
Kepler-399 b,Kepler-399,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,14.425281,0.103,0.96,0.086,0.84,0.00264,5.22,0.0,35.63,773.0,0,0.21,3.686,0.01354,5502.0,0.68,0.9,-0.418,4.62,3.98,2.53138,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.537
